259217.000,2268,2,IP10,1,5000.000000,1262785,1262729,1,SBF,100
259217.000,2268,2,IP11,1,5000.000000,209263,209207,1,SBF,100
259218.000,2268,2,IP10,1,5000.000000,1281517,1281461,1,SBF,100
259218.000,2268,2,IP11,1,5000.000000,210727,210671,1,SBF,100
259219.000,2268,2,IP10,1,5000.000000,1300541,1300485,1,SBF,100
259219.000,2268,2,IP11,1,5000.000000,212267,212211,1,SBF,100
259220.000,2268,2,IP10,1,5000.000000,1319645,1319589,1,SBF,100
259220.000,2268,2,IP11,1,5000.000000,213819,213763,1,SBF,100
259221.000,2268,2,IP10,1,5000.000000,1334569,1334513,1,SBF,100
259221.000,2268,2,IP11,1,5000.000000,215371,215315,1,SBF,100
259222.000,2268,2,IP10,1,5000.000000,1353881,1353825,1,SBF,100
259222.000,2268,2,IP11,1,5000.000000,217011,216955,1,SBF,100
259223.000,2268,2,IP10,1,5000.000000,1373249,1373193,1,SBF,100
259223.000,2268,2,IP11,1,5000.000000,218683,218627,1,SBF,100
259224.000,2268,2,IP10,1,5000.000000,1392813,1392757,1,SBF,100
259224.000,2268,2,IP11,1,5000.000000,220391,220335,1,SBF,100
259225.000,2268,2,IP10,1,5000.000000,1408545,1408489,1,SBF,100
259225.000,2268,2,IP11,1,5000.000000,222131,222075,1,SBF,100
259226.000,2268,2,IP10,1,5000.000000,1428509,1428453,1,SBF,100
259226.000,2268,2,IP11,1,5000.000000,223871,223815,1,SBF,100
259227.000,2268,2,IP10,1,5000.000000,1448425,1448369,1,SBF,100
259227.000,2268,2,IP11,1,5000.000000,225603,225547,1,SBF,100
259228.000,2268,2,IP10,1,5000.000000,1469369,1469313,1,SBF,100
259228.000,2268,2,IP11,1,5000.000000,227515,227459,1,SBF,100
259229.000,2268,2,IP10,1,5000.000000,1485097,1485041,1,SBF,100
259229.000,2268,2,IP11,1,5000.000000,229027,228971,1,SBF,100
259230.000,2268,2,IP10,1,5000.000000,1505177,1505121,1,SBF,100
