259217.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259218.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259219.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259220.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259221.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259222.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259223.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259224.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259225.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259226.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259227.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259228.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259229.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259230.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259231.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259232.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259233.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259234.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259235.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259236.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259237.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259238.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259239.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259240.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259241.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259242.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259243.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
259244.000,2268,1,1,1,0,0,0,0,0,360448,1914.000000,0,1,No error
