259218.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
259284.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
259362.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
259506.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
259650.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
259794.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
259938.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260034.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260082.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260226.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260370.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260514.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260658.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260784.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260802.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
260946.000,2268,G07,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
261234.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
261378.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
261522.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
261534.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
261666.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
261810.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
261954.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
262098.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
262242.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
262284.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
262386.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
262530.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
262674.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
262818.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
262962.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
263034.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
263106.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
263250.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
263394.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
263538.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
263682.000,2268,G16,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
263784.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
263970.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
264114.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
264258.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
264402.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
264534.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
264546.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
264690.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
264834.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
264978.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
265122.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
265266.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
265284.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
265410.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
265554.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
265698.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
265842.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
265986.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
266034.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
266130.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
266274.000,2268,G18,0.0000,0.0000,-0.0000,-0.0000,79872.0000,65536.0000,-65536.0000,-393216.0000
