259238.000,2268,E31,2,0.0000,259200,0.0000,0.0000,0.0000,0.1389,0.0000,0.3795,0.0000,0.0000,0,E03,1,0,1,0,0,0,0,0,0,0,0
259239.000,2268,E33,2,0.0000,259200,0.0000,0.0000,0.0000,-0.5278,0.0000,-0.9539,0.0000,0.0000,0,E21,1,0,1,0,0,0,0,0,0,0,0
259268.000,2268,E31,2,0.0000,259200,0.0000,0.0000,0.0000,0.1389,0.0000,0.6295,0.0000,0.0000,0,E04,1,0,1,0,0,0,0,0,0,0,0
259269.000,2268,E33,2,0.0000,259200,0.0000,0.0000,0.0000,-0.5278,0.0000,-0.7039,0.0000,0.0000,0,E22,1,0,1,0,0,0,0,0,0,0,0
259270.000,2268,E31,2,0.0000,259200,0.0000,0.0000,0.0000,0.1389,0.0000,0.8795,0.0000,0.0000,0,E05,1,0,1,0,0,0,0,0,0,0,0
259271.000,2268,E33,2,0.0000,259200,0.0000,0.0000,0.0000,-0.5278,0.0000,-0.4539,0.0000,0.0000,0,E23,1,0,1,0,0,0,0,0,0,0,0
259298.000,2268,E31,2,0.0000,259200,0.0000,0.0000,0.0000,0.1389,0.0000,-0.8705,0.0000,0.0000,0,E06,1,0,1,0,0,0,0,0,0,0,0
259300.000,2268,E32,16,0.0000,259200,0.0000,0.0000,0.0000,0.0000,0.0000,0.1111,0.0000,0.0000,0,E31,0,0,0,0,1,0,0,0,0,0,0
259300.000,2268,E36,16,0.0000,259200,0.0000,0.0000,0.0000,-0.5278,0.0000,0.5461,0.0000,0.0000,0,E19,0,0,0,0,1,0,0,0,0,0,0
259300.000,2268,E02,16,0.0000,259200,0.0000,0.0000,0.0000,0.1389,0.0000,0.6295,0.0000,0.0000,0,E04,0,0,0,0,1,0,0,0,0,0,0
259300.000,2268,E18,16,0.0000,259200,0.0000,0.0000,0.0000,0.8055,0.0000,0.2128,0.0000,0.0000,0,E10,0,0,0,0,1,0,0,0,0,0,0
259299.000,2268,E33,2,0.0000,259200,0.0000,0.0000,0.0000,-0.5278,0.0000,-0.2039,0.0000,0.0000,0,E24,1,0,1,0,0,0,0,0,0,0,0
259328.000,2268,E31,2,0.0000,259200,0.0000,0.0000,0.0000,0.1389,0.0000,-0.6205,0.0000,0.0000,0,E07,1,0,1,0,0,0,0,0,0,0,0
259329.000,2268,E33,2,0.0000,259200,0.0000,0.0000,0.0000,0.1389,0.0000,0.0045,0.0000,0.0000,0,E25,1,0,1,0,0,0,0,0,0,0,0
