259227.000,2268,E33,I/NAV,5440.5882,0.1111,0.0000,0.3111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E32,I/NAV,5440.5882,0.1111,0.0000,0.3111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E36,I/NAV,5440.5882,0.1111,0.0000,0.3111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E35,I/NAV,5440.5882,0.1111,0.0000,0.3111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E31,I/NAV,5440.5882,0.1111,0.0000,0.3111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E02,I/NAV,5440.5882,0.1294,0.0000,0.3111,0.0000,0.1389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E03,I/NAV,5440.5882,0.3794,0.0000,0.3111,0.0000,0.1389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E25,I/NAV,5440.5882,0.0044,0.0000,0.3111,0.0000,0.1389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E01,I/NAV,5440.5882,-0.1206,0.0000,0.3111,0.0000,0.1389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
259227.000,2268,E29,I/NAV,5440.5882,0.4211,0.0000,0.3111,0.0000,-0.5278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259200,259200,0.0000,0.0000,0.0000,2268,2268,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,,0.000000000000,0.000000000000,,2
