259213.000,2268,Disabled
259214.000,2268,Disabled
259215.000,2268,Disabled
259216.000,2268,Disabled
259217.000,2268,Disabled
259218.000,2268,Disabled
259219.000,2268,Disabled
259220.000,2268,Disabled
259221.000,2268,Disabled
259222.000,2268,Disabled
259223.000,2268,Disabled
259224.000,2268,Disabled
259225.000,2268,Disabled
259226.000,2268,Disabled
259227.000,2268,Disabled
259228.000,2268,Disabled
259229.000,2268,Disabled
259230.000,2268,Disabled
259231.000,2268,Disabled
259232.000,2268,Disabled
259233.000,2268,Disabled
259234.000,2268,Disabled
259235.000,2268,Disabled
259236.000,2268,Disabled
259237.000,2268,Disabled
259238.000,2268,Disabled
259239.000,2268,Disabled
259240.000,2268,Disabled
259241.000,2268,Disabled
259242.000,2268,Disabled
259243.000,2268,Disabled
259244.000,2268,Disabled
259245.000,2268,Disabled
259246.000,2268,Disabled
259247.000,2268,Disabled
259248.000,2268,Disabled
259249.000,2268,Disabled
259250.000,2268,Disabled
259251.000,2268,Disabled
259252.000,2268,Disabled
259253.000,2268,Disabled
259254.000,2268,Disabled
259255.000,2268,Disabled
259256.000,2268,Disabled
259257.000,2268,Disabled
259258.000,2268,Disabled
259259.000,2268,Disabled
259260.000,2268,Disabled
259261.000,2268,Disabled
259262.000,2268,Disabled
259263.000,2268,Disabled
259264.000,2268,Disabled
259265.000,2268,Disabled
259266.000,2268,Disabled
259267.000,2268,Disabled
259268.000,2268,Disabled
259269.000,2268,Disabled
259270.000,2268,Disabled
259271.000,2268,Disabled
259272.000,2268,Disabled
259273.000,2268,Disabled
259274.000,2268,Disabled
259275.000,2268,Disabled
259276.000,2268,Disabled
259277.000,2268,Disabled
259278.000,2268,Disabled
259279.000,2268,Disabled
259280.000,2268,Disabled
259281.000,2268,Disabled
259282.000,2268,Disabled
259283.000,2268,Disabled
259284.000,2268,Disabled
259285.000,2268,Disabled
259286.000,2268,Disabled
259287.000,2268,Disabled
259288.000,2268,Disabled
259289.000,2268,Disabled
259290.000,2268,Disabled
259291.000,2268,Disabled
259292.000,2268,Disabled
259293.000,2268,Disabled
259294.000,2268,Disabled
259295.000,2268,Disabled
259296.000,2268,Disabled
259297.000,2268,Disabled
259298.000,2268,Disabled
259299.000,2268,Disabled
259300.000,2268,Disabled
259301.000,2268,Disabled
259302.000,2268,Disabled
259303.000,2268,Disabled
259304.000,2268,Disabled
259305.000,2268,Disabled
259306.000,2268,Disabled
259307.000,2268,Disabled
259308.000,2268,Disabled
259309.000,2268,Disabled
259310.000,2268,Disabled
259311.000,2268,Disabled
259312.000,2268,Disabled
259313.000,2268,Disabled
259314.000,2268,Disabled
259315.000,2268,Disabled
259316.000,2268,Disabled
259317.000,2268,Disabled
259318.000,2268,Disabled
259319.000,2268,Disabled
259320.000,2268,Disabled
259321.000,2268,Disabled
259322.000,2268,Disabled
259323.000,2268,Disabled
259324.000,2268,Disabled
259325.000,2268,Disabled
259326.000,2268,Disabled
259327.000,2268,Disabled
259328.000,2268,Disabled
259329.000,2268,Disabled
259330.000,2268,Disabled
259331.000,2268,Disabled
259332.000,2268,Disabled
259333.000,2268,Disabled
259334.000,2268,Disabled
259335.000,2268,Disabled
259336.000,2268,Disabled
259337.000,2268,Disabled
259338.000,2268,Disabled
259339.000,2268,Disabled
259340.000,2268,Disabled
259341.000,2268,Disabled
259342.000,2268,Disabled
259343.000,2268,Disabled
259344.000,2268,Disabled
259345.000,2268,Disabled
259346.000,2268,Disabled
259347.000,2268,Disabled
259348.000,2268,Disabled
259349.000,2268,Disabled
259350.000,2268,Disabled
259351.000,2268,Disabled
259352.000,2268,Disabled
259353.000,2268,Disabled
259354.000,2268,Disabled
259355.000,2268,Disabled
259356.000,2268,Disabled
259357.000,2268,Disabled
259358.000,2268,Disabled
259359.000,2268,Disabled
259360.000,2268,Disabled
259361.000,2268,Disabled
259362.000,2268,Disabled
259363.000,2268,Disabled
259364.000,2268,Disabled
259365.000,2268,Disabled
259366.000,2268,Disabled
259367.000,2268,Disabled
259368.000,2268,Disabled
259369.000,2268,Disabled
259370.000,2268,Disabled
259371.000,2268,Disabled
259372.000,2268,Disabled
259373.000,2268,Disabled
259374.000,2268,Disabled
259375.000,2268,Disabled
259376.000,2268,Disabled
259377.000,2268,Disabled
259378.000,2268,Disabled
259379.000,2268,Disabled
259380.000,2268,Disabled
259381.000,2268,Disabled
259382.000,2268,Disabled
259383.000,2268,Disabled
259384.000,2268,Disabled
259385.000,2268,Disabled
259386.000,2268,Disabled
259387.000,2268,Disabled
259388.000,2268,Disabled
259389.000,2268,Disabled
259390.000,2268,Disabled
259391.000,2268,Disabled
259392.000,2268,Disabled
259393.000,2268,Disabled
259394.000,2268,Disabled
259395.000,2268,Disabled
259396.000,2268,Disabled
259397.000,2268,Disabled
259398.000,2268,Disabled
259399.000,2268,Disabled
259400.000,2268,Disabled
259401.000,2268,Disabled
259402.000,2268,Disabled
259403.000,2268,Disabled
259404.000,2268,Disabled
259405.000,2268,Disabled
259406.000,2268,Disabled
259407.000,2268,Disabled
259408.000,2268,Disabled
259409.000,2268,Disabled
259410.000,2268,Disabled
259411.000,2268,Disabled
259412.000,2268,Disabled
259413.000,2268,Disabled
259414.000,2268,Disabled
259415.000,2268,Disabled
259416.000,2268,Disabled
259417.000,2268,Disabled
259418.000,2268,Disabled
259419.000,2268,Disabled
259420.000,2268,Disabled
259421.000,2268,Disabled
259422.000,2268,Disabled
259423.000,2268,Disabled
259424.000,2268,Disabled
259425.000,2268,Disabled
259426.000,2268,Disabled
259427.000,2268,Disabled
259428.000,2268,Disabled
259429.000,2268,Disabled
259430.000,2268,Disabled
259431.000,2268,Disabled
259432.000,2268,Disabled
259433.000,2268,Disabled
259434.000,2268,Disabled
259435.000,2268,Disabled
259436.000,2268,Disabled
259437.000,2268,Disabled
259438.000,2268,Disabled
259439.000,2268,Disabled
259440.000,2268,Disabled
259441.000,2268,Disabled
259442.000,2268,Disabled
259443.000,2268,Disabled
259444.000,2268,Disabled
259445.000,2268,Disabled
259446.000,2268,Disabled
259447.000,2268,Disabled
259448.000,2268,Disabled
259449.000,2268,Disabled
259450.000,2268,Disabled
259451.000,2268,Disabled
259452.000,2268,Disabled
259453.000,2268,Disabled
259454.000,2268,Disabled
259455.000,2268,Disabled
259456.000,2268,Disabled
259457.000,2268,Disabled
259458.000,2268,Disabled
259459.000,2268,Disabled
259460.000,2268,Disabled
259461.000,2268,Disabled
259462.000,2268,Disabled
259463.000,2268,Disabled
259464.000,2268,Disabled
259465.000,2268,Disabled
259466.000,2268,Disabled
259467.000,2268,Disabled
259468.000,2268,Disabled
259469.000,2268,Disabled
259470.000,2268,Disabled
259471.000,2268,Disabled
259472.000,2268,Disabled
259473.000,2268,Disabled
259474.000,2268,Disabled
259475.000,2268,Disabled
259476.000,2268,Disabled
259477.000,2268,Disabled
259478.000,2268,Disabled
259479.000,2268,Disabled
259480.000,2268,Disabled
259481.000,2268,Disabled
259482.000,2268,Disabled
259483.000,2268,Disabled
259484.000,2268,Disabled
259485.000,2268,Disabled
259486.000,2268,Disabled
259487.000,2268,Disabled
259488.000,2268,Disabled
259489.000,2268,Disabled
259490.000,2268,Disabled
259491.000,2268,Disabled
259492.000,2268,Disabled
259493.000,2268,Disabled
259494.000,2268,Disabled
259495.000,2268,Disabled
259496.000,2268,Disabled
259497.000,2268,Disabled
259498.000,2268,Disabled
259499.000,2268,Disabled
259500.000,2268,Disabled
259501.000,2268,Disabled
259502.000,2268,Disabled
259503.000,2268,Disabled
259504.000,2268,Disabled
259505.000,2268,Disabled
259506.000,2268,Disabled
259507.000,2268,Disabled
259508.000,2268,Disabled
259509.000,2268,Disabled
259510.000,2268,Disabled
259511.000,2268,Disabled
259512.000,2268,Disabled
259513.000,2268,Disabled
259514.000,2268,Disabled
259515.000,2268,Disabled
259516.000,2268,Disabled
259517.000,2268,Disabled
259518.000,2268,Disabled
259519.000,2268,Disabled
259520.000,2268,Disabled
259521.000,2268,Disabled
259522.000,2268,Disabled
259523.000,2268,Disabled
259524.000,2268,Disabled
259525.000,2268,Disabled
259526.000,2268,Disabled
259527.000,2268,Disabled
259528.000,2268,Disabled
259529.000,2268,Disabled
259530.000,2268,Disabled
259531.000,2268,Disabled
259532.000,2268,Disabled
259533.000,2268,Disabled
259534.000,2268,Disabled
259535.000,2268,Disabled
259536.000,2268,Disabled
259537.000,2268,Disabled
259538.000,2268,Disabled
259539.000,2268,Disabled
259540.000,2268,Disabled
259541.000,2268,Disabled
259542.000,2268,Disabled
259543.000,2268,Disabled
259544.000,2268,Disabled
259545.000,2268,Disabled
259546.000,2268,Disabled
259547.000,2268,Disabled
259548.000,2268,Disabled
259549.000,2268,Disabled
259550.000,2268,Disabled
259551.000,2268,Disabled
259552.000,2268,Disabled
259553.000,2268,Disabled
259554.000,2268,Disabled
259555.000,2268,Disabled
259556.000,2268,Disabled
259557.000,2268,Disabled
259558.000,2268,Disabled
259559.000,2268,Disabled
259560.000,2268,Disabled
259561.000,2268,Disabled
259562.000,2268,Disabled
259563.000,2268,Disabled
259564.000,2268,Disabled
259565.000,2268,Disabled
259566.000,2268,Disabled
259567.000,2268,Disabled
