259240.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259241.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259290.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259300.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259301.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259340.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259360.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259361.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259390.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259420.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259421.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259440.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259480.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259481.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259490.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259540.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259540.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259541.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259590.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259600.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259601.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259640.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259660.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259661.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259690.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259720.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259721.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259740.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259780.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259781.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259790.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259840.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259840.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259841.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259890.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259900.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259901.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259940.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
259960.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
259961.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
259990.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260020.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260021.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260040.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260080.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260081.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260090.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260140.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260140.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260141.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260190.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260200.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260201.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260240.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260260.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260261.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260290.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260320.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260321.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260340.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260380.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260381.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260390.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260440.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260440.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260441.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260490.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260500.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260501.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260540.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260560.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260561.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260590.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260620.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260621.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260640.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260680.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260681.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260690.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260740.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260740.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260741.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260790.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260800.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260801.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260840.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260860.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260861.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260890.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260920.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260921.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260940.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
260980.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
260981.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
260990.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261040.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261040.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261041.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261090.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261100.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261101.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261140.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261160.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261161.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261190.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261220.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261221.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261240.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261280.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261281.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261290.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261340.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261340.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261341.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261390.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261400.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261401.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261440.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261460.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261461.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261490.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261520.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261521.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261540.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261580.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261581.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261590.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261640.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261640.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261641.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261690.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261700.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261701.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261740.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261760.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261761.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261790.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261820.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261821.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261840.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261880.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261881.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261890.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261940.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
261940.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
261941.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
261990.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262000.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
262001.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
262040.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262060.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
262061.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
262090.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262120.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
262121.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
262140.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262180.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
262181.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
262190.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262240.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
262240.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262241.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
262290.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262300.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
262301.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
262340.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262360.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
262361.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
262390.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
262420.000,2268,E31,I/NAV,0.000000,0.000000,259200,28
262421.000,2268,E33,I/NAV,0.000000,0.000000,259200,28
262440.000,2268,E29,F/NAV,0.000000,0.000000,259200,28
