259213.000,2268,2,IP10,1,5000.000000,1252766,1252694,1,SBF,100
259213.000,2268,2,IP11,1,5000.000000,173695,173639,1,SBF,100
259214.000,2268,2,IP10,1,5000.000000,1272442,1272370,1,SBF,100
259214.000,2268,2,IP11,1,5000.000000,175439,175383,1,SBF,100
259215.000,2268,2,IP10,1,5000.000000,1292378,1292306,1,SBF,100
259215.000,2268,2,IP11,1,5000.000000,177239,177183,1,SBF,100
259216.000,2268,2,IP10,1,5000.000000,1312366,1312294,1,SBF,100
259216.000,2268,2,IP11,1,5000.000000,179071,179015,1,SBF,100
259217.000,2268,2,IP10,1,5000.000000,1328346,1328274,1,SBF,100
259217.000,2268,2,IP11,1,5000.000000,180903,180847,1,SBF,100
259218.000,2268,2,IP10,1,5000.000000,1348414,1348342,1,SBF,100
259218.000,2268,2,IP11,1,5000.000000,182767,182711,1,SBF,100
259219.000,2268,2,IP10,1,5000.000000,1368578,1368506,1,SBF,100
259219.000,2268,2,IP11,1,5000.000000,184643,184587,1,SBF,100
259220.000,2268,2,IP10,1,5000.000000,1389274,1389202,1,SBF,100
259220.000,2268,2,IP11,1,5000.000000,186663,186607,1,SBF,100
259221.000,2268,2,IP10,1,5000.000000,1405634,1405562,1,SBF,100
259221.000,2268,2,IP11,1,5000.000000,188463,188407,1,SBF,100
259222.000,2268,2,IP10,1,5000.000000,1426150,1426078,1,SBF,100
259222.000,2268,2,IP11,1,5000.000000,190379,190323,1,SBF,100
259223.000,2268,2,IP10,1,5000.000000,1446814,1446742,1,SBF,100
259223.000,2268,2,IP11,1,5000.000000,192435,192379,1,SBF,100
259224.000,2268,2,IP10,1,5000.000000,1467494,1467422,1,SBF,100
259224.000,2268,2,IP11,1,5000.000000,194511,194455,1,SBF,100
259225.000,2268,2,IP10,1,5000.000000,1483994,1483922,1,SBF,100
259225.000,2268,2,IP11,1,5000.000000,196367,196311,1,SBF,100
259226.000,2268,2,IP10,1,5000.000000,1504958,1504886,1,SBF,100
259226.000,2268,2,IP11,1,5000.000000,198499,198443,1,SBF,100
259227.000,2268,2,IP10,1,5000.000000,1525782,1525710,1,SBF,100
259227.000,2268,2,IP11,1,5000.000000,200551,200495,1,SBF,100
259228.000,2268,2,IP10,1,5000.000000,1548462,1548390,1,SBF,100
259228.000,2268,2,IP11,1,5000.000000,202719,202663,1,SBF,100
259229.000,2268,2,IP10,1,5000.000000,1565418,1565346,1,SBF,100
259229.000,2268,2,IP11,1,5000.000000,204547,204491,1,SBF,100
259230.000,2268,2,IP10,1,5000.000000,1586534,1586462,1,SBF,100
259230.000,2268,2,IP11,1,5000.000000,206335,206279,1,SBF,100
259231.000,2268,2,IP10,1,5000.000000,1608126,1608054,1,SBF,100
259231.000,2268,2,IP11,1,5000.000000,208183,208127,1,SBF,100
259232.000,2268,2,IP10,1,5000.000000,1629130,1629058,1,SBF,100
259232.000,2268,2,IP11,1,5000.000000,209951,209895,1,SBF,100
259233.000,2268,2,IP10,1,5000.000000,1646142,1646070,1,SBF,100
259233.000,2268,2,IP11,1,5000.000000,211779,211723,1,SBF,100
259234.000,2268,2,IP10,1,5000.000000,1667186,1667114,1,SBF,100
259234.000,2268,2,IP11,1,5000.000000,213627,213571,1,SBF,100
