259500.000,2268,G17,0.0000,507904,-0.0278,0.0000,3791.8516,0.0000,0.0000,0.4066,0.0000,0.0000,220,2,0,0
259500.000,2268,G18,0.0000,507904,-0.0278,0.0000,3791.8516,0.0000,0.0000,0.7400,0.0000,0.0000,220,4,0,0
259530.000,2268,G01,0.0000,507904,-0.0278,0.0000,3791.8516,0.6667,0.0000,-0.8156,0.0000,0.0000,220,3,0,0
259560.000,2268,G02,0.0000,507904,-0.0278,0.0000,3791.8516,0.6667,0.0000,0.8511,0.0000,0.0000,220,1,0,0
259590.000,2268,G03,0.0000,507904,-0.0278,0.0000,3791.8516,0.6667,0.0000,0.5178,0.0000,0.0000,220,3,0,0
259620.000,2268,G04,0.0000,507904,-0.0278,0.0000,3791.8516,0.6667,0.0000,-0.1489,0.0000,0.0000,220,4,0,0
259650.000,2268,G05,0.0000,507904,-0.0278,0.0000,3791.8516,-0.6667,0.0000,-0.7045,0.0000,0.0000,220,2,0,0
259680.000,2268,G06,0.0000,507904,-0.0278,0.0000,3791.8516,0.6667,0.0000,0.1844,0.0000,0.0000,220,3,0,0
259710.000,2268,G07,0.0000,507904,-0.0278,0.0000,3791.8516,-0.6667,0.0000,-0.3711,0.0000,0.0000,220,2,0,0
259740.000,2268,G08,0.0000,507904,-0.0278,0.0000,3791.8516,-0.6667,0.0000,-0.0378,0.0000,0.0000,220,3,0,0
259770.000,2268,G09,0.0000,507904,-0.0278,0.0000,3791.8516,0.6667,0.0000,-0.4822,0.0000,0.0000,220,3,0,0
259800.000,2268,G10,0.0000,507904,-0.0278,0.0000,3791.8516,-0.6667,0.0000,0.2955,0.0000,0.0000,220,3,0,0
259830.000,2268,G11,0.0000,507904,-0.0278,0.0000,3791.8516,-0.6667,0.0000,0.6289,0.0000,0.0000,220,4,0,0
259860.000,2268,G12,0.0000,507904,-0.0278,0.0000,3791.8516,0.0000,0.0000,-0.2600,0.0000,0.0000,220,2,0,0
259890.000,2268,G13,0.0000,507904,-0.0278,0.0000,3791.8516,-0.6667,0.0000,0.9622,0.0000,0.0000,220,1,0,0
259920.000,2268,G14,0.0000,507904,-0.0278,0.0000,3791.8516,0.0000,0.0000,-0.5934,0.0000,0.0000,220,4,0,0
259950.000,2268,G15,0.0000,507904,-0.0278,0.0000,3791.8516,0.0000,0.0000,0.0733,0.0000,0.0000,220,2,0,0
259980.000,2268,G16,0.0000,507904,-0.0278,0.0000,3791.8516,0.0000,0.0000,-0.9267,0.0000,0.0000,220,1,0,0
