259213.000,2268,,,,,,,
259214.000,2268,,,,,,,
259215.000,2268,,,,,,,
259216.000,2268,,,,,,,
259217.000,2268,,,,,,,
259218.000,2268,,,,,,,
259219.000,2268,,,,,,,
259220.000,2268,,,,,,,
259221.000,2268,,,,,,,
259222.000,2268,,,,,,,
259223.000,2268,,,,,,,
259224.000,2268,,,,,,,
259225.000,2268,,,,,,,
259226.000,2268,,,,,,,
259227.000,2268,,,,,,,
259228.000,2268,10,2.420000,1.620000,1.370000,2.000000,7.672,15.173
259229.000,2268,10,2.420000,1.620000,1.370000,2.000000,7.825,15.427
259230.000,2268,10,2.420000,1.620000,1.370000,2.000000,7.741,14.992
259231.000,2268,10,2.420000,1.620000,1.370000,2.000000,8.222,15.427
259232.000,2268,10,2.420000,1.620000,1.370000,2.000000,7.554,15.430
259233.000,2268,10,2.420000,1.620000,1.370000,2.000000,7.561,14.637
259234.000,2268,10,2.420000,1.620000,1.370000,2.000000,7.732,14.682
259235.000,2268,10,2.420000,1.620000,1.370000,2.000000,7.661,15.555
259236.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.673,11.766
259237.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.825,11.998
259238.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.782,11.924
259239.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.845,11.692
259240.000,2268,12,1.940000,1.220000,0.940000,1.700000,5.050,12.370
259241.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.777,11.781
259242.000,2268,12,1.940000,1.220000,0.940000,1.700000,5.124,12.107
259243.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.858,11.876
259244.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.940,12.116
259245.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.645,11.750
259246.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.674,11.623
259247.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.883,12.104
259248.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.802,11.716
259249.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.898,11.804
259250.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.730,11.832
259251.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.723,11.610
259252.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.864,11.900
259253.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.795,12.023
259254.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.972,11.865
259255.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.917,11.869
259256.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.839,11.925
259257.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.771,11.524
259258.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.824,12.047
259259.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.866,11.851
259260.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.731,12.105
259261.000,2268,12,1.940000,1.220000,0.940000,1.700000,5.061,12.025
259262.000,2268,12,1.940000,1.220000,0.940000,1.700000,5.004,11.731
259263.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.817,12.098
259264.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.731,11.551
259265.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.711,11.816
259266.000,2268,12,1.940000,1.220000,0.940000,1.700000,5.077,11.926
259267.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.753,12.168
259268.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.951,11.744
259269.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.668,11.665
259270.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.639,11.666
259271.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.977,11.981
259272.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.778,11.696
259273.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.750,11.802
259274.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.730,11.718
259275.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.832,11.989
259276.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.731,11.576
259277.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.676,11.643
259278.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.984,11.587
259279.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.741,11.563
259280.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.874,11.838
259281.000,2268,12,1.940000,1.220000,0.940000,1.700000,4.576,11.728
259282.000,2268,12,1.940000,1.220000,0.940000,1.700000,5.017,11.927
259283.000,2268,12,1.940000,1.220000,0.940000,1.700000,5.030,11.909
259284.000,2268,12,1.950000,1.220000,0.940000,1.700000,4.759,11.617
259285.000,2268,12,1.950000,1.220000,0.940000,1.700000,4.907,11.522
259286.000,2268,12,1.950000,1.220000,0.940000,1.700000,4.825,11.532
259287.000,2268,12,1.950000,1.220000,0.940000,1.700000,4.799,11.574
259288.000,2268,12,1.950000,1.220000,0.940000,1.700000,5.121,11.872
259289.000,2268,12,1.950000,1.220000,0.940000,1.700000,4.976,11.718
259290.000,2268,12,1.950000,1.220000,0.940000,1.700000,5.042,12.518
259291.000,2268,12,1.950000,1.220000,0.940000,1.700000,4.840,11.970
259292.000,2268,12,1.950000,1.220000,0.940000,1.700000,5.096,11.805
259293.000,2268,12,1.950000,1.220000,0.940000,1.700000,4.815,12.047
259294.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.882,10.675
259295.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.999,10.589
259296.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.540,10.582
259297.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.739,10.414
259298.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.716,10.401
259299.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.642,10.553
259300.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.855,10.543
259301.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.736,10.415
259302.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.834,10.219
259303.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.623,10.602
259304.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.791,10.173
259305.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.935,10.335
259306.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.715,10.644
259307.000,2268,13,1.770000,1.040000,0.870000,1.540000,4.847,10.774
259308.000,2268,13,1.770000,1.040000,0.870000,1.540000,5.023,10.655
259309.000,2268,13,1.770000,1.040000,0.870000,1.540000,5.147,10.550
259310.000,2268,13,1.760000,1.040000,0.870000,1.540000,4.982,10.645
259311.000,2268,13,1.760000,1.040000,0.870000,1.540000,4.898,10.657
259312.000,2268,13,1.760000,1.040000,0.870000,1.540000,4.767,10.377
259313.000,2268,13,1.760000,1.040000,0.870000,1.540000,4.938,10.491
259314.000,2268,13,1.760000,1.040000,0.870000,1.540000,4.864,10.428
259315.000,2268,13,1.760000,1.040000,0.870000,1.540000,4.849,10.371
259316.000,2268,13,1.760000,1.040000,0.870000,1.540000,4.754,10.142
259317.000,2268,13,1.760000,1.040000,0.870000,1.540000,4.719,10.436
259318.000,2268,15,1.590000,0.970000,0.840000,1.350000,4.449,8.470
259319.000,2268,15,1.590000,0.970000,0.840000,1.350000,4.486,8.473
259320.000,2268,15,1.590000,0.970000,0.840000,1.350000,4.849,8.625
259321.000,2268,15,1.590000,0.970000,0.840000,1.350000,4.678,8.542
259322.000,2268,15,1.590000,0.970000,0.840000,1.350000,4.486,8.706
259323.000,2268,15,1.590000,0.970000,0.840000,1.350000,4.592,8.452
